"Obj","Res","Goa","Hyp","Bac","Exp","Obs","Con","Mot","Met","Mod"
0,0.0868965517241379,0,0.0629370629370629,0.0514653323802716,0,0.0324909747292419,0.0394736842105263,0,0,0.083743842364532
0,0.00206896551724138,0,0,0.0829163688348821,0,0.0541516245487365,0.0197368421052632,0,0,0.0123152709359606
0,0.000689655172413793,0,0.020979020979021,0.043602573266619,0,0.0180505415162455,0.00657894736842105,0,0,0.0160098522167488
0,0.10551724137931,0,0.0979020979020979,0.050035739814153,0,0.0270758122743682,0.0296052631578947,0,0,0.0812807881773399
0,0.063448275862069,0,0.0629370629370629,0.045746962115797,0,0.0072202166064982,0.0263157894736842,0,0,0.0788177339901478
0,0.0310344827586207,0.0909090909090909,0.048951048951049,0.0450321658327377,0,0.0216606498194946,0.00328947368421053,0,0,0.220443349753695
0.0204081632653061,0.0482758620689655,0,0.0629370629370629,0.325947105075054,0,0.092057761732852,0,0,0.040590405904059,0.0172413793103448
0,0.00206896551724138,0,0,0.0557541100786276,0,0,0,0,0.00738007380073801,0
0,0.00482758620689655,0,0,0.0357398141529664,0,0.0108303249097473,0.00328947368421053,0,0,0.0295566502463054
0,0.0131034482758621,0.318181818181818,0.0839160839160839,0.0886347390993567,0,0.0884476534296029,0.0493421052631579,0.294117647058824,0,0.0381773399014778
0.142857142857143,0.300689655172414,0.409090909090909,0.111888111888112,0.0757684060042888,0.00909090909090909,0.0324909747292419,0.0855263157894737,0.176470588235294,0,0.275862068965517
0,0.023448275862069,0,0,0.206576125804146,0,0.00541516245487365,0.0855263157894737,0,0,0.0480295566502463
0,0.0462068965517241,0,0.0909090909090909,0.120085775553967,0,0.0487364620938628,0.0460526315789474,0,0,0.0320197044334975
0,0.00551724137931034,0,0.00699300699300699,0.0285918513223731,0,0.0324909747292419,0.00657894736842105,0,0,0.208128078817734
0,0.123448275862069,0,0.041958041958042,0.130092923516798,0,0.0992779783393502,0.0230263157894737,0,0,0.201970443349754
0.0204081632653061,0.0779310344827586,0.0454545454545455,0.020979020979021,0.0586132952108649,0.0218181818181818,0.0216606498194946,0.0493421052631579,0.235294117647059,0.191881918819188,0.0849753694581281
0,0,0.0454545454545455,0.00699300699300699,0.142244460328806,0,0.0144404332129964,0,0,0,0.0061576354679803
0,0.000689655172413793,0,0,0.0343102215868477,0,0,0,0,0,0
0,0.193103448275862,0,0,0.0543245175125089,0,0.0577617328519856,0.0460526315789474,0,0,0.193349753694581
0,0.0462068965517241,0.181818181818182,0.174825174825175,0.0600428877769836,0,0.0541516245487365,0.0230263157894737,0.0588235294117647,0.173431734317343,0.0591133004926108
0,0.108965517241379,0,0.0839160839160839,0.0278770550393138,0,0.0415162454873646,0.0164473684210526,0,0,0.157635467980296
0,0.321379310344828,0,0.104895104895105,0.0600428877769836,0,0.0541516245487365,0.0756578947368421,0.0588235294117647,0,0.0295566502463054
0,0.378620689655172,0,0.0559440559440559,0.0507505360972123,0,0.0252707581227437,0.0427631578947368,0,0,0.0911330049261084
0.0204081632653061,0.0144827586206897,0,0.0909090909090909,0.0264474624731951,0.0127272727272727,0.0072202166064982,0.0164473684210526,0,0.00738007380073801,0.184729064039409
0.0204081632653061,0.423448275862069,0.136363636363636,0,0.113652609006433,0,0.075812274368231,0.00328947368421053,0,0,0.321428571428571
0,0.102068965517241,0,0,0.0285918513223731,0,0.0577617328519856,0.0394736842105263,0,0,0.238916256157635
0,0.096551724137931,0,0.013986013986014,0.0328806290207291,0,0.092057761732852,0.0197368421052632,0,0,0.267241379310345
0,0.00551724137931034,0,0,0.0385989992852037,0,0.0776173285198556,0,0,0,0
0,0.311034482758621,0.0454545454545455,0.118881118881119,0.0307362401715511,0,0.110108303249097,0.0296052631578947,0,0,0.190886699507389
0,0.016551724137931,0.181818181818182,0.251748251748252,0.604717655468192,0,0.545126353790614,0,0,0.003690036900369,0.0406403940886699
0,0.0227586206896552,0,0,0.137240886347391,0,0,0.0197368421052632,0,0.003690036900369,0
0,0,0,0,0.0378842030021444,0.00181818181818182,0.0036101083032491,0,0,0,0
0,0.18551724137931,0,0.125874125874126,0.0636168691922802,0,0.0523465703971119,0.0657894736842105,0,0,0.182266009852217
0.0408163265306122,0.00758620689655172,0.0454545454545455,0.00699300699300699,0.045746962115797,0,0.0505415162454874,0.0427631578947368,0.117647058823529,0.03690036900369,0.00492610837438424
0,0.102758620689655,0.0454545454545455,0,0.0493209435310936,0,0.0703971119133574,0.0230263157894737,0,0,0.0443349753694581
0,0.00689655172413793,0,0,0.043602573266619,0,0.0613718411552347,0.00657894736842105,0,0,0.0197044334975369
0,0.0351724137931035,0,0.020979020979021,0.0729092208720515,0,0.0144404332129964,0.0263157894736842,0,0,0.00985221674876847
0.0204081632653061,0.1,0.681818181818182,0.160839160839161,0.0729092208720515,0.00727272727272727,0.0433212996389892,0.0657894736842105,0.529411764705882,0.0774907749077491,0.083743842364532
0.0816326530612245,0.135172413793103,0,0.00699300699300699,0.0736240171551108,0.0127272727272727,0.01985559566787,0.0526315789473684,0.0588235294117647,0.018450184501845,0.0517241379310345
0,0.0144827586206897,0.0454545454545455,0.027972027972028,0.0536097212294496,0.00181818181818182,0.0036101083032491,0.00328947368421053,0.0588235294117647,0.022140221402214,0.041871921182266
0.0408163265306122,0.2,0.0909090909090909,0.041958041958042,0.1493924231594,0.0109090909090909,0.0234657039711191,0.0953947368421053,0,0.029520295202952,0.0492610837438424
0,0.0972413793103448,0.318181818181818,0.0909090909090909,0.119370979270908,0,0.00902527075812274,0.0888157894736842,0.0588235294117647,0.575645756457565,0.0160098522167488
0,0.00827586206896552,0,0.034965034965035,0.0385989992852037,0.0109090909090909,0.0144404332129964,0.0230263157894737,0,0.00738007380073801,0.062807881773399
0,0.13448275862069,0.136363636363636,0.0839160839160839,0.135096497498213,0.0327272727272727,0.0126353790613718,0.0592105263157895,0.470588235294118,0.0627306273062731,0.201970443349754
0.0408163265306122,0.0986206896551724,0.772727272727273,0.167832167832168,0.102930664760543,0.0163636363636364,0.0234657039711191,0.0953947368421053,0,0.029520295202952,0.12807881773399
0,0.0317241379310345,0,0.0559440559440559,0.267333809864189,0,0.0126353790613718,0.0592105263157895,0.0588235294117647,0.0516605166051661,0.0110837438423645
0,0.0731034482758621,0.0909090909090909,0.0769230769230769,0.0586132952108649,0.00181818181818182,0.0415162454873646,0.0197368421052632,0,0.003690036900369,0.0554187192118227
0.0204081632653061,0.0441379310344828,0.454545454545455,0.048951048951049,0.091493924231594,0,0.0126353790613718,0.0625,0.352941176470588,0.014760147601476,0.083743842364532
0.0612244897959184,0.02,0.545454545454545,0.195804195804196,0.0671908506075768,0.0218181818181818,0.0072202166064982,0.105263157894737,0.117647058823529,0.03690036900369,0.083743842364532
0.0204081632653061,0.0351724137931035,0,0.013986013986014,0.109363831308077,0,0.0415162454873646,0,0,0,0.00738916256157635
0,0.131034482758621,0.0909090909090909,0.00699300699300699,0.0250178699070765,0.00727272727272727,0.01985559566787,0.0263157894736842,0.0588235294117647,0.00738007380073801,0.0492610837438424
0,0.0455172413793103,0.0909090909090909,0.125874125874126,0.0550393137955683,0.00727272727272727,0.0180505415162455,0.0394736842105263,0,0.00738007380073801,0.0960591133004926
0,0.0786206896551724,0.0454545454545455,0.0839160839160839,0.175839885632595,0,0.0469314079422383,0.0230263157894737,0.0588235294117647,0.003690036900369,0.41871921182266
0.0204081632653061,0.0172413793103448,0.5,0.00699300699300699,0.104360257326662,0,0.0288808664259928,0.0164473684210526,0.0588235294117647,0.0664206642066421,0.00369458128078818
0,0.00551724137931034,0.181818181818182,0.160839160839161,0.135096497498213,0.02,0.0288808664259928,0.00328947368421053,0.117647058823529,0.018450184501845,0.0110837438423645
0,0.00275862068965517,0.0454545454545455,0.0559440559440559,0.0557541100786276,0,0.0108303249097473,0,0,0.0811808118081181,0
0,0.0627586206896552,0.136363636363636,0.0699300699300699,0.089349535382416,0.0127272727272727,0.110108303249097,0.0690789473684211,0.0588235294117647,0.018450184501845,0.0985221674876847
0,0,0.227272727272727,0,0.0192994996426019,0,0,0,0,0.011070110701107,0
0,0.000689655172413793,0,0.020979020979021,0.0736240171551108,0,0.00902527075812274,0,0,0.0516605166051661,0
0.0408163265306122,0.0641379310344828,1,0.0699300699300699,0.0793423874195854,0.0218181818181818,0.0505415162454874,0.101973684210526,0.117647058823529,0.118081180811808,0.0935960591133005
0,0.00689655172413793,0.0454545454545455,0,0.0192994996426019,0,0.0216606498194946,0.0197368421052632,0,0,0
0,0.0806896551724138,0,0.0769230769230769,0.0421729807005004,0,0.0505415162454874,0.0361842105263158,0,0,0.160098522167488
0.0204081632653061,0.377931034482759,0.136363636363636,0.00699300699300699,0.047891350964975,0.00363636363636364,0.0523465703971119,0.0592105263157895,0,0,0.0788177339901478
0,0.0331034482758621,0.454545454545455,0.314685314685315,0.368120085775554,0,0.01985559566787,0.338815789473684,0.352941176470588,0.0738007380073801,0.00738916256157635
0.0204081632653061,0.138620689655172,0,0.13986013986014,0.0307362401715511,0,0.0505415162454874,0.0921052631578947,0,0.0848708487084871,0.415024630541872
0,0.00206896551724138,0.0454545454545455,0,0.0986418870621873,0,0,0.0328947368421053,0,0.00738007380073801,0.0184729064039409
0,0.0979310344827586,0.181818181818182,0,0.102930664760543,0,0.0794223826714801,0.00328947368421053,0,0,0.0270935960591133
0,0.0186206896551724,0,0.041958041958042,0.0879199428162974,0,0.124548736462094,0.0723684210526316,0,0,0.0172413793103448
0,0.203448275862069,0,0.013986013986014,0.0271622587562545,0,0.0451263537906137,0.0723684210526316,0,0,0.119458128078818
0,0.197931034482759,0,0.027972027972028,0.0278770550393138,0,0.0577617328519856,0.0230263157894737,0,0,0.124384236453202
0,0.110344827586207,0,0.104895104895105,0.045746962115797,0,0.0306859205776173,0.0263157894736842,0,0,0.0972906403940887
0,0.0241379310344828,0.0454545454545455,0,0.165117941386705,0,0.0487364620938628,0.00657894736842105,0,0,0.0849753694581281
0,0.016551724137931,0.0454545454545455,0,0.130807719799857,0,0.0415162454873646,0.00328947368421053,0,0,0
0,0,0,0.00699300699300699,0.0664760543245175,0,0.0595667870036101,0,0,0,0
0,0.0193103448275862,0.0909090909090909,0,0.0557541100786276,0,0.0613718411552347,0.0263157894736842,0,0,0.0295566502463054
0,0.00137931034482759,0,0,0.0278770550393138,0,0.0144404332129964,0.00328947368421053,0,0,0.0197044334975369
0.0612244897959184,0.0137931034482759,0.0454545454545455,0,0.00643316654753395,0,0.0036101083032491,0.00657894736842105,0,0.014760147601476,0
0.0204081632653061,0.0117241379310345,0,0,0,0,0.00180505415162455,0.0427631578947368,0.117647058823529,0.040590405904059,0
0,0.00689655172413793,0.0454545454545455,0.013986013986014,0.0257326661901358,0,0.0036101083032491,0.0131578947368421,0,0,0.00123152709359606
0,0.00137931034482759,0,0,0.00643316654753395,0,0,0,0,0,0.0394088669950739
0,0.0096551724137931,0,0,0.00285918513223731,0,0,0.0164473684210526,0,0,0.0504926108374384
0,0.00827586206896552,0,0,0,0,0.00541516245487365,0,0,0,0.0603448275862069
0,0.0158620689655172,0,0.0559440559440559,0,0,0,0.0131578947368421,0,0,0.0369458128078818
0,0.0124137931034483,0,0,0.00357398141529664,0,0.0036101083032491,0,0,0,0.0529556650246305
0,0.0103448275862069,0,0,0.0050035739814153,0,0,0,0,0,0.0197044334975369
0,0.00137931034482759,0,0.00699300699300699,0.00285918513223731,0,0.0180505415162455,0,0,0,0.0283251231527094
0,0.00758620689655172,0,0.00699300699300699,0.0050035739814153,0.00363636363636364,0.00180505415162455,0,0,0,0.0123152709359606
0,0.000689655172413793,0,0.00699300699300699,0.00357398141529664,0,0,0,0,0,0.0381773399014778
0,0.0213793103448276,0.0454545454545455,0,0.00571837026447462,0,0.0036101083032491,0.00328947368421053,0,0,0.0283251231527094
0,0.00137931034482759,0,0,0,0,0,0,0,0,0.0061576354679803
0,0.00344827586206897,0,0.041958041958042,0.00786275911365261,0,0,0.00986842105263158,0,0,0.0283251231527094
0,0.00827586206896552,0,0.027972027972028,0.00285918513223731,0,0,0,0,0,0.0184729064039409
0,0,0,0,0.00643316654753395,0,0,0,0,0,0.0283251231527094
0,0,0,0,0,0,0,0,0,0,0.0369458128078818
0,0.00482758620689655,0,0,0,0,0,0.00328947368421053,0,0,0.00985221674876847
0,0,0,0,0,0,0,0,0,0,0.0381773399014778
0,0,0,0,0,0,0,0,0,0,0.0357142857142857
0,0.0096551724137931,0,0,0.00428877769835597,0,0.0036101083032491,0,0,0,0.0123152709359606
0,0.00275862068965517,0,0,0,0,0.00541516245487365,0.00328947368421053,0,0,0.0184729064039409
0,0.00206896551724138,0,0,0,0,0.0108303249097473,0,0,0,0.00492610837438424
0,0.00413793103448276,0,0,0.00643316654753395,0,0,0,0,0,0.00738916256157635
0,0.00758620689655172,0,0,0.0050035739814153,0,0.0144404332129964,0,0,0,0.00985221674876847
0,0.000689655172413793,0,0.013986013986014,0,0,0,0.00657894736842105,0,0,0.0258620689655172
0,0,0,0,0,0,0,0.00328947368421053,0,0,0.00862068965517241
0,0.00344827586206897,0,0,0,0,0,0,0,0,0.0061576354679803
0,0.00896551724137931,0,0,0,0,0.0036101083032491,0.00328947368421053,0,0,0.00738916256157635
0,0.00137931034482759,0,0.013986013986014,0.00428877769835597,0,0,0,0,0,0
0,0.000689655172413793,0,0,0,0,0,0,0,0,0.0307881773399015
0,0.0117241379310345,0,0,0.00285918513223731,0,0,0.00328947368421053,0,0,0.00862068965517241
0,0.00137931034482759,0,0.020979020979021,0.00214438884917798,0,0,0,0,0,0.020935960591133
0,0.000689655172413793,0,0.027972027972028,0.00285918513223731,0,0,0,0,0,0.0221674876847291
0,0,0,0,0,0,0,0,0,0,0.0160098522167488
0,0.00482758620689655,0,0.013986013986014,0,0,0,0,0,0,0.0197044334975369
0,0.00275862068965517,0,0,0,0,0.0036101083032491,0,0,0,0.0147783251231527
0,0.000689655172413793,0,0,0.00142959256611866,0,0,0.00328947368421053,0,0,0.041871921182266
0,0.00206896551724138,0,0.00699300699300699,0,0,0,0,0,0,0.0184729064039409
0,0.00551724137931034,0,0.027972027972028,0.00214438884917798,0,0,0,0,0,0.0123152709359606
0,0.00413793103448276,0,0,0.00857755539671194,0,0.00902527075812274,0,0,0,0.041871921182266
0,0.00551724137931034,0,0,0,0,0.00180505415162455,0.00328947368421053,0,0,0.0110837438423645
0,0,0,0.00699300699300699,0.00428877769835597,0,0,0.00328947368421053,0,0,0.0788177339901478
0.0204081632653061,0.0206896551724138,0,0.020979020979021,0.0107219442458899,0.00363636363636364,0.0072202166064982,0.0427631578947368,0,0,0.0849753694581281
0,0.00137931034482759,0,0,0.00214438884917798,0,0,0,0,0,0.020935960591133
0,0.00551724137931034,0,0,0.00285918513223731,0,0,0,0,0,0
0,0,0,0,0.00571837026447462,0,0,0,0,0,0
0,0.00689655172413793,0,0,0.00214438884917798,0,0.0072202166064982,0,0,0,0.0332512315270936
0,0,0,0,0.00571837026447462,0,0.00180505415162455,0,0,0,0.0184729064039409
0,0.0289655172413793,0,0.020979020979021,0.0100071479628306,0,0,0,0,0,0.0258620689655172
0,0.0206896551724138,0,0.00699300699300699,0.00714796283059328,0,0.00180505415162455,0,0,0,0.0381773399014778
0,0.0124137931034483,0,0,0.00786275911365261,0,0.0108303249097473,0,0,0,0.0258620689655172
0,0.00137931034482759,0,0,0,0,0.0036101083032491,0,0,0,0.0061576354679803
0,0.00896551724137931,0,0,0.00285918513223731,0,0.0036101083032491,0.00328947368421053,0,0,0.00985221674876847
0,0,0,0,0.00142959256611866,0,0,0,0,0,0.0270935960591133
0,0.00206896551724138,0,0,0,0,0.00180505415162455,0,0,0,0.0197044334975369
0,0.00482758620689655,0,0.00699300699300699,0.0050035739814153,0,0,0,0,0,0.020935960591133
0,0,0,0.00699300699300699,0,0,0,0,0,0,0.00985221674876847
0,0,0,0,0,0,0,0,0,0,0.00738916256157635
0,0.00275862068965517,0,0.034965034965035,0.00357398141529664,0,0,0.00986842105263158,0,0,0.00369458128078818
0,0,0,0.048951048951049,0,0,0,0,0,0,0.0160098522167488
0,0.00413793103448276,0,0,0,0,0,0.00328947368421053,0,0,0.020935960591133
0,0,0,0,0,0,0,0,0,0,0.0246305418719212
0,0.00344827586206897,0,0.013986013986014,0.00571837026447462,0,0.00180505415162455,0.00328947368421053,0,0,0.020935960591133
0,0.00413793103448276,0,0,0,0,0,0,0,0,0.0135467980295567
0,0,0,0,0.00428877769835597,0,0,0,0,0,0.0283251231527094
0,0.0110344827586207,0,0,0.00357398141529664,0,0,0,0,0,0.0344827586206897
0,0.000689655172413793,0,0.00699300699300699,0.00357398141529664,0,0.00541516245487365,0,0,0,0
0,0.00827586206896552,0,0,0.0150107219442459,0,0,0,0,0,0.0135467980295567
0,0.00413793103448276,0,0,0.000714796283059328,0,0.00180505415162455,0.00328947368421053,0,0.003690036900369,0.0160098522167488
0,0,0,0,0,0,0,0,0,0,0.0061576354679803
0,0.00137931034482759,0,0,0.00428877769835597,0,0,0.00328947368421053,0,0,0.0221674876847291
0,0.0096551724137931,0,0,0.00428877769835597,0,0,0,0,0,0.00862068965517241
0,0.00206896551724138,0,0,0.00643316654753395,0,0,0.00986842105263158,0,0,0.0123152709359606
0,0,0,0,0.0050035739814153,0,0,0,0,0,0.0270935960591133
0,0.000689655172413793,0,0.013986013986014,0.00142959256611866,0,0,0,0,0,0.0061576354679803
0,0.00275862068965517,0,0.013986013986014,0.00357398141529664,0,0,0,0,0,0
0,0,0,0,0.0050035739814153,0,0,0,0,0,0.0320197044334975
0,0,0,0,0.00428877769835597,0,0,0,0,0,0.0172413793103448
0,0.00896551724137931,0,0.048951048951049,0.00929235167977126,0,0.00180505415162455,0,0,0,0.0197044334975369
0,0.00896551724137931,0,0,0.00643316654753395,0,0.00180505415162455,0.00328947368421053,0,0,0.0160098522167488
0,0.0172413793103448,0,0.00699300699300699,0.00571837026447462,0,0.0108303249097473,0,0,0,0.00492610837438424
0,0.0096551724137931,0,0,0,0,0.0180505415162455,0.00986842105263158,0,0,0.0135467980295567
0,0.00551724137931034,0,0,0.00142959256611866,0,0,0.00657894736842105,0,0,0.0233990147783251
0,0.00344827586206897,0,0.048951048951049,0.00929235167977126,0,0,0,0,0,0.0147783251231527
0,0.00896551724137931,0,0,0.00214438884917798,0,0.01985559566787,0.00328947368421053,0,0,0.0123152709359606
0,0.000689655172413793,0,0.00699300699300699,0.0050035739814153,0,0,0.00328947368421053,0,0,0.0270935960591133
0,0,0,0,0.00285918513223731,0,0,0,0,0,0.00985221674876847
0,0.00137931034482759,0,0,0.00285918513223731,0,0,0.00657894736842105,0,0,0.0110837438423645
0,0.00344827586206897,0,0,0.00285918513223731,0,0.0144404332129964,0,0,0,0.0160098522167488
0,0.00482758620689655,0,0,0,0,0.0036101083032491,0,0,0,0.0197044334975369
0,0.00275862068965517,0,0,0.00357398141529664,0,0.00180505415162455,0,0,0,0
0,0.00206896551724138,0,0,0,0,0,0,0,0,0.0394088669950739
0,0.00620689655172414,0,0.048951048951049,0.00285918513223731,0,0.0108303249097473,0.00986842105263158,0,0,0.0147783251231527
0,0,0,0,0,0,0,0,0,0,0.00985221674876847
0,0.00827586206896552,0,0,0.00285918513223731,0,0,0,0,0,0
0,0.000689655172413793,0,0,0,0,0,0.00328947368421053,0,0,0.0233990147783251
0,0.00413793103448276,0,0.048951048951049,0.000714796283059328,0,0.0072202166064982,0,0,0,0.0123152709359606
0,0,0,0.027972027972028,0.0050035739814153,0,0,0,0,0,0
0,0,0,0.0629370629370629,0.0114367405289492,0,0,0.00657894736842105,0.0588235294117647,0,0.00985221674876847
0.0408163265306122,0.00344827586206897,0,0,0,0,0.0036101083032491,0.0756578947368421,0,0,0.00738916256157635
0,0,0.136363636363636,0.027972027972028,0.0207290922087205,0,0,0.00657894736842105,0.470588235294118,0.011070110701107,0.00492610837438424
0,0,0.0909090909090909,0,0.0443173695496783,0,0,0.00657894736842105,0,0,0
0,0.00137931034482759,0,0,0.108649035025018,0,0.00180505415162455,0.0197368421052632,0.0588235294117647,0.003690036900369,0
0,0,0,0.048951048951049,0.0972122944960686,0,0.0108303249097473,0,0,0,0.0061576354679803
0,0,0.0909090909090909,0,0.115082201572552,0,0.0036101083032491,0,0,0,0.0394088669950739
0,0.000689655172413793,0,0.027972027972028,0.0636168691922802,0,0,0.00328947368421053,0,0,0.0160098522167488
0,0,0.0454545454545455,0.027972027972028,0.0707648320228735,0,0,0,0,0,0.00369458128078818
0,0.00482758620689655,0,0.034965034965035,0.143674052894925,0,0.0108303249097473,0.0263157894736842,0.117647058823529,0,0.0258620689655172
0,0.0248275862068966,0.0909090909090909,0,0.0221586847748392,0,0.0397111913357401,0,0,0,0.0701970443349754
0,0,0,0.153846153846154,0.15939957112223,0,0.0180505415162455,0.00328947368421053,0,0,0.0172413793103448
0,0.000689655172413793,0,0.0979020979020979,0.0886347390993567,0,0.00180505415162455,0.0394736842105263,0.0588235294117647,0,0.0455665024630542
0,0.00413793103448276,0,0.027972027972028,0.0964974982130093,0,0.0162454873646209,0,0,0,0
0.0408163265306122,0,0,0.013986013986014,0.0428877769835597,0,0,0.00657894736842105,0,0,0.0369458128078818
0,0.00275862068965517,0,0,0.0879199428162974,0,0.0252707581227437,0.00657894736842105,0,0,0.00738916256157635
0,0,0,0.020979020979021,0.107219442458899,0,0.0072202166064982,0.0328947368421053,0,0,0.0184729064039409
0,0.00827586206896552,0,0.00699300699300699,0.0829163688348821,0,0.0036101083032491,0.0592105263157895,0,0,0
0,0,0,0.013986013986014,0.0857755539671194,0,0.0270758122743682,0,0.176470588235294,0,0.0480295566502463
0,0,0,0.013986013986014,0.0721944245889921,0,0,0,0,0,0.0123152709359606
0,0,0,0,0.0693352394567548,0,0,0,0,0,0.0295566502463054
0,0.00827586206896552,0,0.048951048951049,0.107219442458899,0,0.0415162454873646,0.0657894736842105,0,0.00738007380073801,0
0,0,0,0.034965034965035,0.227305218012866,0,0.0072202166064982,0,0,0,0.0233990147783251
0,0.000689655172413793,0,0,0.104360257326662,0,0.00541516245487365,0,0,0,0
0,0.00275862068965517,0.0909090909090909,0,0.0578984989278056,0,0,0.0131578947368421,0.0588235294117647,0.003690036900369,0.00123152709359606
0,0,0.0454545454545455,0.00699300699300699,0.189421015010722,0,0.0794223826714801,0,0,0,0
0,0,0.0909090909090909,0.020979020979021,0.0822015725518227,0,0,0,0.117647058823529,0.011070110701107,0
0,0,0,0.041958041958042,0.0793423874195854,0,0,0.0230263157894737,0,0,0.0172413793103448
0,0,0.0454545454545455,0.034965034965035,0.0786275911365261,0,0.00541516245487365,0.0164473684210526,0.0588235294117647,0.014760147601476,0.00246305418719212
0,0.000689655172413793,0,0,0.0621872766261615,0,0,0.0592105263157895,0.176470588235294,0,0
0,0.0737931034482759,0.272727272727273,0.020979020979021,0.0264474624731951,0.00545454545454545,0.0451263537906137,0.0263157894736842,0,0.00738007380073801,0.136699507389163
0,0,0,0.0769230769230769,0.0550393137955683,0,0,0.0361842105263158,0,0,0.00862068965517241
